2021-09-09 23:52:54,484 [http-nio-8081-exec-4] INFO  org.anatkor.controllers.command.LoginCommand- Client '382222222222' is logged in
2021-09-09 23:53:31,423 [http-nio-8081-exec-4] INFO  org.anatkor.controllers.command.TransactionsCommand- transactions list requested for user with id= 9
2021-09-09 23:55:51,537 [http-nio-8081-exec-8] INFO  org.anatkor.controllers.command.TransactionsCommand- transactions list requested for user with id= 9
2021-09-09 23:56:44,123 [http-nio-8081-exec-2] INFO  org.anatkor.controllers.command.TransactionsCommand- transactions list requested for user with id= 9
2021-09-09 23:57:28,633 [http-nio-8081-exec-5] INFO  org.anatkor.controllers.command.LoginCommand- Not enough login data
2021-09-09 23:57:32,333 [http-nio-8081-exec-6] INFO  org.anatkor.controllers.command.LoginCommand- Client '382222222222' is logged in
2021-09-09 23:57:33,924 [http-nio-8081-exec-10] INFO  org.anatkor.controllers.command.TransactionsCommand- transactions list requested for user with id= 9
2021-09-09 23:58:18,719 [http-nio-8081-exec-7] INFO  org.anatkor.controllers.command.TransactionsCommand- transactions list requested for user with id= 9
2021-09-09 23:58:24,634 [http-nio-8081-exec-5] INFO  org.anatkor.controllers.command.TransactionsCommand- transactions list requested for user with id= 9
2021-09-09 23:58:28,577 [http-nio-8081-exec-2] INFO  org.anatkor.controllers.command.TransactionsCommand- transactions list requested for user with id= 9
2021-09-09 23:58:38,770 [http-nio-8081-exec-14] INFO  org.anatkor.controllers.command.TransactionsCommand- transactions list requested for user with id= 9
2021-09-09 23:58:39,818 [http-nio-8081-exec-16] INFO  org.anatkor.controllers.command.TransactionsCommand- transactions list requested for user with id= 9
2021-09-09 23:58:40,605 [http-nio-8081-exec-11] INFO  org.anatkor.controllers.command.TransactionsCommand- transactions list requested for user with id= 9
2021-09-09 23:58:41,265 [http-nio-8081-exec-5] INFO  org.anatkor.controllers.command.TransactionsCommand- transactions list requested for user with id= 9
2021-09-10 00:00:41,818 [http-nio-8081-exec-13] INFO  org.anatkor.controllers.command.TransactionsCommand- transactions list requested for user with id= 9
2021-09-10 00:00:51,021 [http-nio-8081-exec-15] INFO  org.anatkor.controllers.command.TransactionsCommand- transactions list requested for user with id= 9
2021-09-10 00:01:04,659 [http-nio-8081-exec-11] INFO  org.anatkor.controllers.command.TransactionsCommand- transactions list requested for user with id= 9
2021-09-10 00:01:19,728 [http-nio-8081-exec-12] INFO  org.anatkor.controllers.command.TransactionsCommand- transactions list requested for user with id= 9
2021-09-10 00:01:26,009 [http-nio-8081-exec-13] INFO  org.anatkor.controllers.command.LogoutCommand- User 382222222222 is Logged out
2021-09-10 00:01:26,012 [http-nio-8081-exec-14] INFO  org.anatkor.controllers.command.LoginCommand- Not enough login data
2021-09-10 00:01:30,401 [http-nio-8081-exec-15] INFO  org.anatkor.controllers.command.LoginCommand- Client '389999999999' is logged in
2021-09-10 00:01:33,378 [http-nio-8081-exec-17] INFO  org.anatkor.controllers.command.TransactionsCommand- transactions list requested for user with id= 42
2021-09-10 00:02:38,940 [http-nio-8081-exec-14] INFO  org.anatkor.dao.AccountDao- Account 10000000025 is updated with -10000
2021-09-10 00:02:38,941 [http-nio-8081-exec-14] INFO  org.anatkor.dao.TransactionDao- Amount 10000 is deducted from the account 10000000025
2021-09-10 00:02:38,941 [http-nio-8081-exec-14] INFO  org.anatkor.dao.AccountDao- Account 10000000001 is updated with 10000
2021-09-10 00:02:38,941 [http-nio-8081-exec-14] INFO  org.anatkor.dao.TransactionDao- Account 10000000001 is refilled with amount 10000
