2021-09-09 23:52:54,484 [http-nio-8081-exec-4] INFO  org.anatkor.controllers.command.LoginCommand- Client '382222222222' is logged in
2021-09-10 00:02:38,945 [http-nio-8081-exec-14] INFO  org.anatkor.dao.TransactionDao- Transaction from 10000000025 to 10000000001, amount 10000 is added to DB
2021-09-10 00:02:38,949 [http-nio-8081-exec-15] INFO  org.anatkor.controllers.command.PaymentsCommand- payments list requested for user with id= 42
2021-09-10 00:02:43,469 [http-nio-8081-exec-17] INFO  org.anatkor.controllers.command.TransactionsCommand- transactions list requested for user with id= 42
2021-09-10 00:03:28,937 [http-nio-8081-exec-20] INFO  org.anatkor.controllers.command.TransactionsCommand- transactions list requested for user with id= 42
2021-09-10 00:03:30,444 [http-nio-8081-exec-13] INFO  org.anatkor.controllers.command.TransactionsCommand- transactions list requested for user with id= 42
2021-09-10 00:03:31,208 [http-nio-8081-exec-15] INFO  org.anatkor.controllers.command.TransactionsCommand- transactions list requested for user with id= 42
2021-09-10 00:03:31,655 [http-nio-8081-exec-17] INFO  org.anatkor.controllers.command.TransactionsCommand- transactions list requested for user with id= 42
2021-09-10 00:03:32,107 [http-nio-8081-exec-19] INFO  org.anatkor.controllers.command.TransactionsCommand- transactions list requested for user with id= 42
2021-09-10 00:03:32,569 [http-nio-8081-exec-20] INFO  org.anatkor.controllers.command.TransactionsCommand- transactions list requested for user with id= 42
2021-09-10 00:03:33,146 [http-nio-8081-exec-13] INFO  org.anatkor.controllers.command.TransactionsCommand- transactions list requested for user with id= 42
2021-09-10 00:03:33,704 [http-nio-8081-exec-15] INFO  org.anatkor.controllers.command.TransactionsCommand- transactions list requested for user with id= 42
2021-09-10 00:03:34,469 [http-nio-8081-exec-17] INFO  org.anatkor.controllers.command.TransactionsCommand- transactions list requested for user with id= 42
2021-09-10 00:04:33,849 [http-nio-8081-exec-20] INFO  org.anatkor.controllers.command.LogoutCommand- User 389999999999 is Logged out
2021-09-10 00:04:33,852 [http-nio-8081-exec-18] INFO  org.anatkor.controllers.command.LoginCommand- Not enough login data
2021-09-10 00:04:36,276 [http-nio-8081-exec-13] INFO  org.anatkor.controllers.command.LoginCommand- Client '382222222222' is logged in
2021-09-10 00:04:49,322 [http-nio-8081-exec-16] INFO  org.anatkor.controllers.command.LogoutCommand- User 382222222222 is Logged out
2021-09-10 00:04:49,326 [http-nio-8081-exec-17] INFO  org.anatkor.controllers.command.LoginCommand- Not enough login data
2021-09-10 00:04:55,185 [http-nio-8081-exec-11] INFO  org.anatkor.controllers.command.LoginCommand- Client '383333333333' is logged in
2021-09-10 00:05:01,084 [http-nio-8081-exec-12] INFO  org.anatkor.controllers.command.AccountsCommand- account list requested for user with id= 13
2021-09-10 00:05:03,084 [http-nio-8081-exec-20] INFO  org.anatkor.controllers.command.LogoutCommand- User 383333333333 is Logged out
2021-09-10 00:05:03,087 [http-nio-8081-exec-18] INFO  org.anatkor.controllers.command.LoginCommand- Not enough login data
2021-09-10 00:05:06,042 [http-nio-8081-exec-13] INFO  org.anatkor.controllers.command.LoginCommand- Client '389999999999' is logged in
2021-09-10 00:05:23,874 [http-nio-8081-exec-16] INFO  org.anatkor.controllers.command.AccountsCommand- account list requested for user with id= 42
2021-09-10 00:05:41,648 [http-nio-8081-exec-11] INFO  org.anatkor.controllers.command.AccountsCommand- account list requested for user with id= 42
2021-09-10 00:05:45,794 [http-nio-8081-exec-12] INFO  org.anatkor.controllers.command.AccountsCommand- account list requested for user with id= 42
2021-09-10 00:05:53,722 [http-nio-8081-exec-20] INFO  org.anatkor.controllers.command.AccountsCommand- account list requested for user with id= 42
2021-09-10 00:05:57,655 [http-nio-8081-exec-18] INFO  org.anatkor.controllers.command.AccountsCommand- account list requested for user with id= 42
2021-09-10 00:06:00,601 [http-nio-8081-exec-13] INFO  org.anatkor.controllers.command.AccountsCommand- account list requested for user with id= 42
2021-09-10 00:06:07,687 [http-nio-8081-exec-15] INFO  org.anatkor.controllers.command.AccountsCommand- account list requested for user with id= 42
2021-09-10 00:06:13,622 [http-nio-8081-exec-17] INFO  org.anatkor.controllers.command.TransactionsCommand- transactions list requested for user with id= 42
2021-09-10 00:06:17,748 [http-nio-8081-exec-19] INFO  org.anatkor.controllers.command.AccountsCommand- account list requested for user with id= 42
2021-09-10 00:06:21,197 [http-nio-8081-exec-12] INFO  org.anatkor.controllers.command.AccountsCommand- account list requested for user with id= 42
2021-09-10 00:06:22,006 [http-nio-8081-exec-20] INFO  org.anatkor.controllers.command.AccountsCommand- account list requested for user with id= 42
2021-09-10 00:06:24,357 [http-nio-8081-exec-18] INFO  org.anatkor.controllers.command.AccountsCommand- account list requested for user with id= 42
2021-09-10 00:06:46,044 [http-nio-8081-exec-16] INFO  org.anatkor.controllers.command.UserCommand- User 389999999999 profile called
2021-09-10 00:06:49,944 [http-nio-8081-exec-17] INFO  org.anatkor.controllers.command.TransactionsCommand- transactions list requested for user with id= 42
2021-09-10 00:07:40,778 [http-nio-8081-exec-20] INFO  org.anatkor.controllers.command.TransactionsCommand- transactions list requested for user with id= 42
2021-09-10 00:07:41,410 [http-nio-8081-exec-13] INFO  org.anatkor.controllers.command.TransactionsCommand- transactions list requested for user with id= 42
2021-09-10 00:07:42,135 [http-nio-8081-exec-15] INFO  org.anatkor.controllers.command.TransactionsCommand- transactions list requested for user with id= 42
2021-09-10 00:07:48,317 [http-nio-8081-exec-17] INFO  org.anatkor.controllers.command.TransactionsCommand- transactions list requested for user with id= 42
2021-09-10 00:07:48,686 [http-nio-8081-exec-19] INFO  org.anatkor.controllers.command.TransactionsCommand- transactions list requested for user with id= 42
2021-09-10 00:07:51,213 [http-nio-8081-exec-20] INFO  org.anatkor.controllers.command.TransactionsCommand- transactions list requested for user with id= 42
2021-09-10 00:07:52,746 [http-nio-8081-exec-13] INFO  org.anatkor.controllers.command.TransactionsCommand- transactions list requested for user with id= 42
2021-09-10 00:07:53,288 [http-nio-8081-exec-15] INFO  org.anatkor.controllers.command.TransactionsCommand- transactions list requested for user with id= 42
2021-09-10 00:07:53,971 [http-nio-8081-exec-17] INFO  org.anatkor.controllers.command.TransactionsCommand- transactions list requested for user with id= 42
2021-09-10 00:07:54,476 [http-nio-8081-exec-19] INFO  org.anatkor.controllers.command.TransactionsCommand- transactions list requested for user with id= 42
2021-09-10 00:07:55,180 [http-nio-8081-exec-20] INFO  org.anatkor.controllers.command.TransactionsCommand- transactions list requested for user with id= 42
